SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
ERX2593882,PRJEB26705,Col-0_4_s,30923114,wild type,Col-0,shoot apex,13553631,0.923,7/3/2018,Shoot,Vegetative,Above,4.925884,-42.349235148212024,-21.51239953395902
ERX2593883,PRJEB26705,hub1-4_3_s,30923114,hub1-4 mutant,Col-0,shoot apex,13941460,0.922,7/3/2018,Shoot,Vegetative,Above,4.513851,-30.711674696554145,-50.93872899140008
ERX2593884,PRJEB26705,hub1-4_4_s,30923114,hub1-4 mutant,Col-0,shoot apex,14027753,0.922,7/3/2018,Shoot,Vegetative,Above,5.853635,-35.568696571702574,-38.34481656475898
ERX2593885,PRJEB26705,hub1-4_5_s,30923114,hub1-4 mutant,Col-0,shoot apex,14455173,0.924,7/3/2018,Shoot,Vegetative,Above,7.095893,-35.16290695196844,-46.78900479656616
ERX2593886,PRJEB26705,khd-1_1_s,30923114,khd-1 mutant,Col-0,shoot apex,14351943,0.923,7/3/2018,Shoot,Vegetative,Above,4.148487,-39.44178722502429,-32.30903967003329
ERX2593887,PRJEB26705,khd-1_3_s,30923114,khd-1 mutant,Col-0,shoot apex,13107470,0.923,7/3/2018,Shoot,Vegetative,Above,5.813539,-42.29146164504695,-19.481221164285543
ERX2593888,PRJEB26705,khd-1_5_s,30923114,khd-1 mutant,Col-0,shoot apex,14276250,0.924,7/3/2018,Shoot,Vegetative,Above,4.514367,-45.9401697694228,-15.583384991398203
ERX2593889,PRJEB26705,spen-1_1_s,30923114,spen-1 mutant,Col-0,shoot apex,14304867,0.926,7/3/2018,Shoot,Vegetative,Above,3.820534,-38.64834747013622,-36.54108321944102
ERX2593890,PRJEB26705,spen-1_2_s,30923114,spen-1 mutant,Col-0,shoot apex,14834851,0.925,7/3/2018,Shoot,Vegetative,Above,7.189051,-39.57497675756357,-38.04881275294455
ERX2593891,PRJEB26705,spen-1_5_s,30923114,spen-1 mutant,Col-0,shoot apex,14388987,0.924,7/3/2018,Shoot,Vegetative,Above,3.830565,-35.93991221510636,-42.23784078394316
ERX2612798,PRJEB26953,148-hpa-48-1,30608232,Other,Col-0,leaves,47720164,0.967,1/24/2019,Leaf,Vegetative,Above,8.743022,-3.553315379135605,-73.16030216461566
ERX2612799,PRJEB26953,148-hpa-48-2,30608232,Other,Col-0,leaves,43360618,0.962,1/24/2019,Leaf,Vegetative,Above,8.572648,-3.3260844345029206,-72.57980557627424
ERX2612800,PRJEB26953,148-hpa-48-3,30608232,Other,Col-0,leaves,43633011,0.961,1/24/2019,Leaf,Vegetative,Above,6.656019,-3.9907405705825467,-71.3721705920839
ERX2612801,PRJEB26953,148-hpa-72-1,30608232,Other,Col-0,leaves,47474846,0.933,1/24/2019,Leaf,Vegetative,Above,18.94898,4.0893587274440435,-60.61044520513998
ERX2612802,PRJEB26953,148-hpa-72-2,30608232,Other,Col-0,leaves,51148261,0.89,1/24/2019,Leaf,Vegetative,Above,20.650179,-0.958749493226438,-59.781996032724166
ERX2612803,PRJEB26953,148-hpa-72-3,30608232,Other,Col-0,leaves,42849525,0.898,1/24/2019,Leaf,Vegetative,Above,16.95911,4.015824354836534,-60.234018768635764
ERX2612804,PRJEB26953,148-mock-48-1,30608232,Other,Col-0,leaves,31319179,0.933,1/24/2019,Leaf,Vegetative,Above,3.383709,7.115823109997286,-86.58137527372129
ERX2612805,PRJEB26953,148-mock-48-2,30608232,Other,Col-0,leaves,29922148,0.948,1/24/2019,Leaf,Vegetative,Above,8.590475,6.759498863401724,-79.3717321244415
ERX2612806,PRJEB26953,148-mock-48-3,30608232,Other,Col-0,leaves,30272867,0.959,1/24/2019,Leaf,Vegetative,Above,3.621477,10.769723867266485,-89.18578930674379
ERX2612807,PRJEB26953,148-mock-72-1,30608232,Other,Col-0,leaves,25915727,0.971,1/24/2019,Leaf,Vegetative,Above,5.965437,16.559151885035075,-90.73969757813697
ERX2612808,PRJEB26953,148-mock-72-2,30608232,Other,Col-0,leaves,23478973,0.966,1/24/2019,Leaf,Vegetative,Above,4.883312,16.265107803942822,-89.46237008570182
ERX2612809,PRJEB26953,148-mock-72-3,30608232,Other,Col-0,leaves,26536042,0.969,1/24/2019,Leaf,Vegetative,Above,4.012729,14.451107029663769,-90.91612507646283
ERX2612810,PRJEB26953,193-hpa-48-1,30608232,Other,Col-0,leaves,35074227,0.962,1/24/2019,Leaf,Vegetative,Above,6.063058,9.833311162833297,-75.75967047768246
ERX2612811,PRJEB26953,193-hpa-48-2,30608232,Other,Col-0,leaves,45362808,0.962,1/24/2019,Leaf,Vegetative,Above,8.346185,1.8693006855754146,-70.56994453686069
ERX2612812,PRJEB26953,193-hpa-48-3,30608232,Other,Col-0,leaves,40056781,0.959,1/24/2019,Leaf,Vegetative,Above,6.992944,-3.1545637049961974,-72.29271088329087
ERX2612813,PRJEB26953,193-hpa-72-1,30608232,Other,Col-0,leaves,42440547,0.934,1/24/2019,Leaf,Vegetative,Above,15.674961,1.8368641603416427,-66.50687872047192
ERX2612814,PRJEB26953,193-hpa-72-2,30608232,Other,Col-0,leaves,45643591,0.927,1/24/2019,Leaf,Vegetative,Above,19.236561,5.284075923606549,-57.486561142163254
ERX2612815,PRJEB26953,193-hpa-72-3,30608232,Other,Col-0,leaves,51399671,0.929,1/24/2019,Leaf,Vegetative,Above,17.837772,-2.6737903645131107,-62.154384697372286
ERX2612816,PRJEB26953,193-mock-48-1,30608232,Other,Col-0,leaves,28839135,0.964,1/24/2019,Leaf,Vegetative,Above,2.504376,10.998273186763699,-85.71801453669667
ERX2612817,PRJEB26953,193-mock-48-2,30608232,Other,Col-0,leaves,26304315,0.966,1/24/2019,Leaf,Vegetative,Above,3.684979,12.282208926624136,-90.60703924162229
ERX2612818,PRJEB26953,193-mock-48-3,30608232,Other,Col-0,leaves,24672957,0.963,1/24/2019,Leaf,Vegetative,Above,1.989905,21.980215769974315,-93.40071032788286
ERX2612819,PRJEB26953,193-mock-72-1,30608232,Other,Col-0,leaves,27752465,0.963,1/24/2019,Leaf,Vegetative,Above,5.027309,11.65213638193098,-90.0540257621812
ERX2612820,PRJEB26953,193-mock-72-2,30608232,Other,Col-0,leaves,28337970,0.968,1/24/2019,Leaf,Vegetative,Above,2.91785,13.048261014800444,-91.0850973239476
ERX2612821,PRJEB26953,193-mock-72-3,30608232,Other,Col-0,leaves,25215843,0.962,1/24/2019,Leaf,Vegetative,Above,3.394256,13.881935301889442,-92.44865853127325
ERX2612822,PRJEB26953,454-hpa-48-1,30608232,Other,Col-0,leaves,50734581,0.963,1/24/2019,Leaf,Vegetative,Above,7.033108,-3.5560539409029843,-69.86331961570102
ERX2612823,PRJEB26953,454-hpa-48-2,30608232,Other,Col-0,leaves,51260830,0.964,1/24/2019,Leaf,Vegetative,Above,7.851234,-5.215093530601896,-63.66489177227462
ERX2612824,PRJEB26953,454-hpa-48-3,30608232,Other,Col-0,leaves,47692423,0.961,1/24/2019,Leaf,Vegetative,Above,9.716744,-12.813840698973138,-61.46194215677069
ERX2612825,PRJEB26953,454-hpa-72-1,30608232,Other,Col-0,leaves,40857417,0.944,1/24/2019,Leaf,Vegetative,Above,22.832533,0.1920286631342549,-57.59998117298988
ERX2612826,PRJEB26953,454-hpa-72-2,30608232,Other,Col-0,leaves,45884498,0.94,1/24/2019,Leaf,Vegetative,Above,13.93363,-0.8701556010069392,-64.51850892935927
ERX2612827,PRJEB26953,454-hpa-72-3,30608232,Other,Col-0,leaves,45764868,0.921,1/24/2019,Leaf,Vegetative,Above,16.746544,-3.6436055079385246,-64.21730887664182
ERX2612828,PRJEB26953,454-mock-48-1,30608232,Other,Col-0,leaves,26432569,0.968,1/24/2019,Leaf,Vegetative,Above,3.566403,8.821408799708033,-87.0004198800236
ERX2612829,PRJEB26953,454-mock-48-2,30608232,Other,Col-0,leaves,26477255,0.97,1/24/2019,Leaf,Vegetative,Above,2.643071,7.199886664608986,-86.82067255617015
ERX2612830,PRJEB26953,454-mock-48-3,30608232,Other,Col-0,leaves,23080417,0.974,1/24/2019,Leaf,Vegetative,Above,1.702496,13.021668402648165,-90.47626703857524
ERX2612831,PRJEB26953,454-mock-72-1,30608232,Other,Col-0,leaves,27521024,0.97,1/24/2019,Leaf,Vegetative,Above,2.692831,7.384028169965629,-88.34996587200497
ERX2612832,PRJEB26953,454-mock-72-2,30608232,Other,Col-0,leaves,26673157,0.971,1/24/2019,Leaf,Vegetative,Above,4.634368,7.2490233005927545,-87.03622761823601
ERX2612833,PRJEB26953,454-mock-72-3,30608232,Other,Col-0,leaves,27142095,0.972,1/24/2019,Leaf,Vegetative,Above,2.768281,9.024350094444689,-88.13704141228763
ERX2612834,PRJEB26953,508-hpa-48-1,30608232,Other,Col-0,leaves,52538156,0.939,1/24/2019,Leaf,Vegetative,Above,12.206807,-3.31271013090678,-62.45531186579595
ERX2612835,PRJEB26953,508-hpa-48-2,30608232,Other,Col-0,leaves,52072679,0.964,1/24/2019,Leaf,Vegetative,Above,12.474311,2.4077558162683492,-67.7628009525283
ERX2612836,PRJEB26953,508-hpa-48-3,30608232,Other,Col-0,leaves,48902563,0.946,1/24/2019,Leaf,Vegetative,Above,12.337094,10.924806766896566,-67.58292201620071
ERX2612837,PRJEB26953,508-hpa-72-1,30608232,Other,Col-0,leaves,49503121,0.895,1/24/2019,Leaf,Vegetative,Above,19.699207,5.989955064660918,-60.30507912436735
ERX2612838,PRJEB26953,508-hpa-72-2,30608232,Other,Col-0,leaves,47535933,0.933,1/24/2019,Leaf,Vegetative,Above,20.91111,3.551584763542791,-60.6064734103704
ERX2612839,PRJEB26953,508-hpa-72-3,30608232,Other,Col-0,leaves,47290700,0.888,1/24/2019,Leaf,Vegetative,Above,19.200085,6.73846757359758,-61.72099765765109
ERX2612840,PRJEB26953,508-mock-48-1,30608232,Other,Col-0,leaves,24507418,0.972,1/24/2019,Leaf,Vegetative,Above,3.867634,18.71106011863883,-91.6913374568923
ERX2612841,PRJEB26953,508-mock-48-2,30608232,Other,Col-0,leaves,21875347,0.972,1/24/2019,Leaf,Vegetative,Above,2.697756,19.186427644337982,-82.1326856647706
ERX2612842,PRJEB26953,508-mock-48-3,30608232,Other,Col-0,leaves,24672406,0.964,1/24/2019,Leaf,Vegetative,Above,2.883288,19.1565848156391,-91.0102675087995
ERX2612843,PRJEB26953,508-mock-72-1,30608232,Other,Col-0,leaves,26178632,0.971,1/24/2019,Leaf,Vegetative,Above,4.217896,14.579269648381763,-90.36063577664774
ERX2612844,PRJEB26953,508-mock-72-2,30608232,Other,Col-0,leaves,23625214,0.97,1/24/2019,Leaf,Vegetative,Above,3.428309,21.170005116469113,-91.63765517967586
ERX2612845,PRJEB26953,508-mock-72-3,30608232,Other,Col-0,leaves,23588359,0.968,1/24/2019,Leaf,Vegetative,Above,3.57964,20.460082782712742,-92.98898454010367
ERX2612846,PRJEB26953,C602-hpa-48-1,30608232,Other,Col-0,leaves,42927748,0.965,1/24/2019,Leaf,Vegetative,Above,5.282301,-5.822786480403244,-81.51547607321463
ERX2612847,PRJEB26953,C602-hpa-48-2,30608232,Other,Col-0,leaves,36110069,0.96,1/24/2019,Leaf,Vegetative,Above,5.769057,-2.3254762733449232,-83.45603219780092
ERX2612848,PRJEB26953,C602-hpa-48-3,30608232,Other,Col-0,leaves,44243080,0.965,1/24/2019,Leaf,Vegetative,Above,6.217081,-8.537970089386056,-79.9004551394218
ERX2612849,PRJEB26953,C602-hpa-72-1,30608232,Other,Col-0,leaves,37639383,0.9,1/24/2019,Leaf,Vegetative,Above,17.226238,6.13017309329049,-67.66911527135886
ERX2612850,PRJEB26953,C602-hpa-72-2,30608232,Other,Col-0,leaves,46058369,0.909,1/24/2019,Leaf,Vegetative,Above,17.916054,-1.707140856994927,-61.491145291425724
ERX2612851,PRJEB26953,C602-hpa-72-3,30608232,Other,Col-0,leaves,37898527,0.913,1/24/2019,Leaf,Vegetative,Above,21.467676,5.934226283769944,-60.351703194407
ERX2612852,PRJEB26953,C602-mock-48-1,30608232,Other,Col-0,leaves,29280300,0.946,1/24/2019,Leaf,Vegetative,Above,3.820426,12.915464839961189,-94.9322896371263
ERX2612853,PRJEB26953,C602-mock-48-2,30608232,Other,Col-0,leaves,30332035,0.953,1/24/2019,Leaf,Vegetative,Above,2.284196,12.420677913482422,-92.61911351994928
ERX2612854,PRJEB26953,C602-mock-48-3,30608232,Other,Col-0,leaves,30552304,0.951,1/24/2019,Leaf,Vegetative,Above,3.57367,7.663470533646731,-89.70904714731763
ERX2612855,PRJEB26953,C602-mock-72-1,30608232,Other,Col-0,leaves,29196701,0.961,1/24/2019,Leaf,Vegetative,Above,2.024199,13.015259712199839,-91.29072588033976
ERX2612856,PRJEB26953,C602-mock-72-2,30608232,Other,Col-0,leaves,25327228,0.972,1/24/2019,Leaf,Vegetative,Above,2.954114,15.276148174751759,-90.86616519805337
ERX2612857,PRJEB26953,C602-mock-72-3,30608232,Other,Col-0,leaves,23992062,0.975,1/24/2019,Leaf,Vegetative,Above,3.22318,15.858289329130246,-92.04134135307181
ERX2633626,PRJEB27007,P_MgCl_d4_1,30001518,Other,Other,root,17365927,0.853,7/4/2018,Root,Vegetative,Below,28.580994,-46.5464227128832,163.7094529996036
ERX2633627,PRJEB27007,P_MgCl_d12_3,30001518,Other,Other,root,18077195,0.857,7/4/2018,Root,Vegetative,Below,31.800463,-48.65204280880405,167.8865396542194
ERX2633628,PRJEB27007,noP_MgCl_d12_1,30001518,Other,Other,root,20347081,0.903,7/4/2018,Root,Vegetative,Below,31.043709,-52.5661389248412,167.9227566747306
ERX2633629,PRJEB27007,noP_MgCl_d12_2,30001518,Other,Other,root,18302678,0.813,7/4/2018,Root,Vegetative,Below,28.879051,-47.680722059292634,166.49726152619255
ERX2633630,PRJEB27007,noP_MgCl_d12_3,30001518,Other,Other,root,17690712,0.812,7/4/2018,Root,Vegetative,Below,38.840897,-42.60177580946414,169.1849505856817
ERX2633631,PRJEB27007,P_350_d12_1,30001518,Other,Other,root,19684474,0.856,7/4/2018,Root,Vegetative,Below,27.646935,-49.277790658964776,168.7012268085781
ERX2633632,PRJEB27007,P_350_d12_2,30001518,Other,Other,root,38752980,0.8859999999999999,7/4/2018,Root,Vegetative,Below,27.47282,-58.5617708536074,170.27534919634192
ERX2633633,PRJEB27007,P_350_d12_3,30001518,Other,Other,root,16610148,0.912,7/4/2018,Root,Vegetative,Below,23.234491,-50.71098070670101,167.41224019438943
ERX2633634,PRJEB27007,noP_350_d12_1,30001518,Other,Other,root,21732838,0.908,7/4/2018,Root,Vegetative,Below,27.270552,-50.8002198241517,168.23439222251685
ERX2633635,PRJEB27007,noP_350_d12_2,30001518,Other,Other,root,22694215,0.916,7/4/2018,Root,Vegetative,Below,27.164619,-53.139347148602624,170.30983916694393
ERX2633636,PRJEB27007,noP_350_d12_3,30001518,Other,Other,root,17903074,0.851,7/4/2018,Root,Vegetative,Below,30.549322,-48.0017115439674,171.88127176257748
ERX2633637,PRJEB27007,P_MgCl_d16_1,30001518,Other,Other,root,17404462,0.835,7/4/2018,Root,Vegetative,Below,39.689922,-49.84328954044584,155.9825412517885
ERX2633638,PRJEB27007,P_MgCl_d16_2,30001518,Other,Other,root,19507091,0.7859999999999999,7/4/2018,Root,Vegetative,Below,34.841782,-46.407653634744676,160.7266099316621
ERX2633639,PRJEB27007,P_MgCl_d16_3,30001518,Other,Other,root,37106908,0.917,7/4/2018,Root,Vegetative,Below,36.923592,-59.16262701875305,157.02168117783822
ERX2633640,PRJEB27007,noP_MgCl_d16_1,30001518,Other,Other,root,36575488,0.915,7/4/2018,Root,Vegetative,Below,37.083736,-60.591602067755275,163.0718688861175
ERX2633641,PRJEB27007,noP_MgCl_d16_2,30001518,Other,Other,root,24348383,0.914,7/4/2018,Root,Vegetative,Below,42.313892,-53.741450722203716,159.5744421324627
ERX2633642,PRJEB27007,noP_MgCl_d16_3,30001518,Other,Other,root,18515606,0.866,7/4/2018,Root,Vegetative,Below,35.28801,-47.70727546179861,159.78986327421862
ERX2633643,PRJEB27007,P_350_d16_1,30001518,Other,Other,root,17481697,0.855,7/4/2018,Root,Vegetative,Below,33.681156,-50.64555339537637,166.07286008843116
ERX2633644,PRJEB27007,P_350_d16_2,30001518,Other,Other,root,15992476,0.916,7/4/2018,Root,Vegetative,Below,30.385506,-49.874278863623296,163.44445897984951
ERX2633645,PRJEB27007,P_350_d16_3,30001518,Other,Other,root,18153771,0.914,7/4/2018,Root,Vegetative,Below,30.447563,-52.95163786359268,162.1537611213418
ERX2633646,PRJEB27007,noP_350_d16_1,30001518,Other,Other,root,20735002,0.907,7/4/2018,Root,Vegetative,Below,32.507797,-50.97024453929261,171.41042640536725
ERX2633647,PRJEB27007,noP_350_d16_2,30001518,Other,Other,root,20113389,0.888,7/4/2018,Root,Vegetative,Below,35.015472,-48.76417814105007,167.65501548656408
ERX2633648,PRJEB27007,noP_350_d16_3,30001518,Other,Other,root,17120599,0.755,7/4/2018,Root,Vegetative,Below,29.538015,-45.05775539482312,169.68721182298944
ERX2633649,PRJEB27007,P_MgCl_d4_2,30001518,Other,Other,root,17967377,0.919,7/4/2018,Root,Vegetative,Below,27.115576,-49.63885301008378,161.71962413191054
ERX2633650,PRJEB27007,P_MgCl_d4_3,30001518,Other,Other,root,18062916,0.918,7/4/2018,Root,Vegetative,Below,27.970381,-50.804356832153246,166.9016784535112
ERX2633651,PRJEB27007,noP_MgCl_d4_1,30001518,Other,Other,root,16492425,0.918,7/4/2018,Root,Vegetative,Below,25.348961,-51.328396245524985,158.35830066503115
ERX2633652,PRJEB27007,noP_MgCl_d4_2,30001518,Other,Other,root,21184077,0.92,7/4/2018,Root,Vegetative,Below,30.841574,-54.40156489511175,163.65431149072333
ERX2633653,PRJEB27007,noP_MgCl_d4_3,30001518,Other,Other,root,20115215,0.922,7/4/2018,Root,Vegetative,Below,31.719893,-52.092359838736314,163.87551058749403
ERX2633654,PRJEB27007,P_350_d4_1,30001518,Other,Other,root,19816282,0.9,7/4/2018,Root,Vegetative,Below,27.086197,-48.98431545505144,161.67873959003856
ERX2633655,PRJEB27007,P_350_d4_2,30001518,Other,Other,root,30778477,0.905,7/4/2018,Root,Vegetative,Below,25.477329,-53.31196580689906,166.88698122357573
ERX2633656,PRJEB27007,P_350_d4_3,30001518,Other,Other,root,19642167,0.861,7/4/2018,Root,Vegetative,Below,25.190901,-48.712107701109325,166.23481074490334
ERX2633657,PRJEB27007,noP_350_d4_1,30001518,Other,Other,root,21893585,0.914,7/4/2018,Root,Vegetative,Below,27.200388,-55.615141984486904,162.02142664547665
ERX2633658,PRJEB27007,noP_350_d4_2,30001518,Other,Other,root,20933391,0.908,7/4/2018,Root,Vegetative,Below,28.029266,-50.89296452705731,160.98173470297664
ERX2633659,PRJEB27007,noP_350_d4_3,30001518,Other,Other,root,21912964,0.863,7/4/2018,Root,Vegetative,Below,23.434061,-51.76020345485211,160.30386683407426
ERX2633660,PRJEB27007,P_MgCl_d8_1,30001518,Other,Other,root,31260238,0.911,7/4/2018,Root,Vegetative,Below,30.992126,-51.24409512050628,171.09622056174672
ERX2633661,PRJEB27007,P_MgCl_d8_2,30001518,Other,Other,root,37633028,0.912,7/4/2018,Root,Vegetative,Below,31.236061,-55.48699882502945,173.46374868376793
ERX2633662,PRJEB27007,P_MgCl_d8_3,30001518,Other,Other,root,33777289,0.914,7/4/2018,Root,Vegetative,Below,32.835403,-53.53842051317885,171.5275987645996
ERX2633663,PRJEB27007,noP_MgCl_d8_1,30001518,Other,Other,root,19954358,0.838,7/4/2018,Root,Vegetative,Below,30.419832,-49.600858738132466,169.25347027059783
ERX2633664,PRJEB27007,noP_MgCl_d8_2,30001518,Other,Other,root,18703200,0.858,7/4/2018,Root,Vegetative,Below,32.080738,-49.3437082968743,169.29136468626274
ERX2633665,PRJEB27007,noP_MgCl_d8_3,30001518,Other,Other,root,17776517,0.918,7/4/2018,Root,Vegetative,Below,35.967026,-45.79031694834727,170.2874717283413
ERX2633666,PRJEB27007,P_350_d8_1,30001518,Other,Other,root,20964113,0.919,7/4/2018,Root,Vegetative,Below,24.171337,-48.21059773714911,171.09793090637092
ERX2633667,PRJEB27007,P_350_d8_2,30001518,Other,Other,root,16377794,0.926,7/4/2018,Root,Vegetative,Below,23.84634,-47.100919433209334,172.2900385431003
ERX2633668,PRJEB27007,P_350_d8_3,30001518,Other,Other,root,17528561,0.853,7/4/2018,Root,Vegetative,Below,23.801012,-48.88987486483965,172.174751084741
ERX2633669,PRJEB27007,noP_350_d8_1,30001518,Other,Other,root,18310169,0.922,7/4/2018,Root,Vegetative,Below,25.119467,-51.85331157049403,170.01990354017164
ERX2633670,PRJEB27007,noP_350_d8_2,30001518,Other,Other,root,17438218,0.921,7/4/2018,Root,Vegetative,Below,25.103643,-44.80782971272977,170.0689961369653
ERX2633671,PRJEB27007,noP_350_d8_3,30001518,Other,Other,root,24253254,0.92,7/4/2018,Root,Vegetative,Below,24.422771,-54.76827604144576,171.0647806204274
ERX2633672,PRJEB27007,P_MgCl_d12_1,30001518,Other,Other,root,16379655,0.906,7/4/2018,Root,Vegetative,Below,30.015568,-50.53785992941643,165.7539873789517
ERX2633673,PRJEB27007,P_MgCl_d12_2,30001518,Other,Other,root,16434493,0.912,7/4/2018,Root,Vegetative,Below,30.961143,-49.47724150107042,167.2359598503312
ERX2634835,PRJEB27186,Sample 1_s,Other,wild type,Col-0,seedlings,16721605,0.895,8/17/2018,Seedling,WholePlant,WholePlant,9.709261,-32.0083591112452,-35.623053483097024
ERX2634836,PRJEB27186,Sample 2_s,Other,wild type,Col-0,seedlings,21013887,0.8959999999999999,8/17/2018,Seedling,WholePlant,WholePlant,10.569688,-37.269773643666966,-34.13135526117876
ERX2634837,PRJEB27186,Sample 3_s,Other,wild type,Col-0,seedlings,19424656,0.897,8/17/2018,Seedling,WholePlant,WholePlant,7.911338,-30.58980635820579,-40.20763439921622
ERX2634838,PRJEB27186,Sample 4_s,Other,AtRsgA-i -/-,Col-0,seedlings,23001465,0.8959999999999999,8/17/2018,Seedling,WholePlant,WholePlant,6.969779,-21.67889529663525,-55.99278182337017
ERX2634839,PRJEB27186,Sample 5_s,Other,AtRsgA-i -/-,Col-0,seedlings,20189477,0.87,8/17/2018,Seedling,WholePlant,WholePlant,4.153845,-21.85520833682388,-57.79839781621691
ERX2634840,PRJEB27186,Sample 6_s,Other,AtRsgA-i -/-,Col-0,seedlings,19895598,0.9,8/17/2018,Seedling,WholePlant,WholePlant,6.136233,-22.93751608232952,-50.56351686411015
ERX2698378,PRJEB27631,nye1_0dDD_2_s,31753845,nye1 mutant,Col-0,leaves,13666481,0.861,1/24/2019,Leaf,Vegetative,Above,12.778656,2.7785346229718466,-80.86786533431037
ERX2698380,PRJEB27631,nye1_2dDD_1_s,31753845,nye1 mutant,Col-0,leaves,15850042,0.885,1/24/2019,Leaf,Vegetative,Above,40.278538,14.640048706557366,-25.649213957489458
ERX2698381,PRJEB27631,nye1_2dDD_2_s,31753845,nye1 mutant,Col-0,leaves,14851664,0.8690000000000001,1/24/2019,Leaf,Vegetative,Above,30.830015,23.699526453644598,-34.94330158984557
ERX2698382,PRJEB27631,nye1_2dDD_3_s,31753845,nye1 mutant,Col-0,leaves,14572517,0.877,1/24/2019,Leaf,Vegetative,Above,36.181019,17.752136800501777,-35.55651979333783
ERX2698383,PRJEB27631,pao1_0dDD_1_s,31753845,pao-1 mutant,Col-0,leaves,15151541,0.8640000000000001,1/24/2019,Leaf,Vegetative,Above,12.031222,-2.8760869102954696,-80.09687678568395
ERX2698384,PRJEB27631,pao1_0dDD_2_s,31753845,pao-1 mutant,Col-0,leaves,19780611,0.855,1/24/2019,Leaf,Vegetative,Above,11.500581,-8.948077778166311,-85.37307563658486
ERX2698385,PRJEB27631,pao1_0dDD_3_s,31753845,pao-1 mutant,Col-0,leaves,15592422,0.86,1/24/2019,Leaf,Vegetative,Above,14.979795,-7.11130682533795,-70.52434826157736
ERX2698386,PRJEB27631,pao1_2dDD_1_s,31753845,pao-1 mutant,Col-0,leaves,14662757,0.8540000000000001,1/24/2019,Leaf,Vegetative,Above,3.737428,167.06839195327763,57.921921786069205
ERX2698387,PRJEB27631,pao1_2dDD_2_s,31753845,pao-1 mutant,Col-0,leaves,18091931,0.838,1/24/2019,Leaf,Vegetative,Above,19.001574,47.71653472269507,8.462469640388838
ERX2698388,PRJEB27631,pao1_2dDD_3_s,31753845,pao-1 mutant,Col-0,leaves,15667853,0.884,1/24/2019,Leaf,Vegetative,Above,14.213399,104.03594532519398,42.00989232944998
ERX2698390,PRJEB27631,pph1_0dDD_2_s,31753845,pph1 mutant,Col-0,leaves,14438251,0.8270000000000001,1/24/2019,Leaf,Vegetative,Above,14.367225,21.224972329859934,-63.53095563878916
